client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
079413f59f184bfa8300af3cda090fc5f4e9ec3ef0bda89ff87b3098852b44189056c5c4517529aa2fe68ccbb6dff74b4dd9d02a825bd6fb88dce2706a958759	common_voice_pl_39592901.mp3	1d70ce7992715a664621941925307ca2f7e8ae87c9c740d56b1c4bfcb6bfc321	Powtarzam, to całkowicie niemoralne		1	0					pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39592920.mp3	1dc4f0b384384b79f87c19d15ddfcfecc5be8e8a63e9d47afdb0e26f978f3d3f	Równe prawa są prawami człowieka!		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39592922.mp3	1d119ed274ea6ed28cb7c9a01dd32c56f032a2202d17de012b7d6428d9ac900c	Jednak jeżeli tylko będziemy chcieli, możemy zmienić obecną sytuację		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39593152.mp3	1d9f0809ba357cf3a468588bf85adff4f724fda2fd6beb3e32f70431b2894889	Potrwa to długo		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39593174.mp3	1db3a7549df705f91b11d620f817a9077f669848c944743333d5739777e457df	Mam na myśli zasady uniwersalności, prawa do opieki o dobrej jakości, równości i solidarności		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39593178.mp3	1ce65d6d2247c7677515884355499065ae20e56f25146c2888d13065a409a4cd	To również wróży dobrą atmosferę na listopadowym posiedzeniu uzgadniającym		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39593201.mp3	1d451fbd2dda72af648acdd012de24d51f975c79e5b536ef1566fb1db6634505	Budżet Unii Europejskiej odzwierciedla jej politykę		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39593202.mp3	1d79a3df07afc722f2b84ce42b74fe675566a3b1afd78074611b393c519611a3	Polityka dotycząca opodatkowania zużycia energii także ilustruje moją myśl		1	0	thirties	male_masculine			pl	
150ade80d1664226bdffc947bedf027082095c119c46f5bcf9d33e1484f4d588d3fa38d387dc343bae8eda6ceada5db199df5935206813713e3f328bf647f591	common_voice_pl_39595957.mp3	04940fbc21f33ee5589298c1190c816fc3616fbaeea8c8b20da40f86464985a9	"Straszna to rzecz przyjść na świat nędznym ptakiem."		1	0			Typowy polski		pl	
150ade80d1664226bdffc947bedf027082095c119c46f5bcf9d33e1484f4d588d3fa38d387dc343bae8eda6ceada5db199df5935206813713e3f328bf647f591	common_voice_pl_39595959.mp3	1d6cd16628ee6b9fdd2e67a15968edf3b4667bdfcac52c1e2032cd5308ba22e8	konkurujemy zarówno na rynkach Unii Europejskiej, jak i na rynkach światowych		1	0			Typowy polski		pl	
150ade80d1664226bdffc947bedf027082095c119c46f5bcf9d33e1484f4d588d3fa38d387dc343bae8eda6ceada5db199df5935206813713e3f328bf647f591	common_voice_pl_39595960.mp3	1d96d9a0f82ec5a2eb447fa4381315ef0cbc521d7be91fa1cb1d3e361f5729b9	swobodnego przepływu osób w ramach strefy Schengen		1	0			Typowy polski		pl	
139f0021585bf5393ec5cc9ff0785d61e2e3f4489a5e395fb17f262858b2c7d6f9f5aae56c726a613709e2cb63e771f2011024da90c1daeb207f5181e33333ee	common_voice_pl_39596039.mp3	031bfc12ccccf3e38a51e2b0faada3d60f7e07ef7ca83eedf4eeb97fa405abbf	"Ja pragnę, muszę jeszcze żyć!"		1	0			Typowy polski		pl	
139f0021585bf5393ec5cc9ff0785d61e2e3f4489a5e395fb17f262858b2c7d6f9f5aae56c726a613709e2cb63e771f2011024da90c1daeb207f5181e33333ee	common_voice_pl_39596040.mp3	1db0c153c72154790e3465f25cf27c3c8f661aa31341d5721909f4b9b9676bc0	Energii koncentrują się na nowych technologiach i bezpieczeństwie w dziedzinie energii		1	0			Typowy polski		pl	
34d10ccba4983485512ffdee786302e339310c1c07e525e62c5a387bb9fff5cb7669539d13410d29618e7c6634368f35f484cc4e272616c5e123656686096506	common_voice_pl_39596166.mp3	1d4a75419f29a8337adb1eb9cd6b8ed3c58a6fb5926810dff6bafdf1a67b2288	Z tego względu głosowałem za odrzuceniem przedmiotowego sprawozdania		1	0	twenties	male_masculine			pl	
34d10ccba4983485512ffdee786302e339310c1c07e525e62c5a387bb9fff5cb7669539d13410d29618e7c6634368f35f484cc4e272616c5e123656686096506	common_voice_pl_39596323.mp3	1d950e5c5ef33bfb8fa03131f00409f2268593fb587bc8600c7b92f2744dd0a0	Nic nie zostało w tym kierunku uczynione		1	0	twenties	male_masculine			pl	
c0af0a34f01c2dd7bf4905cae03217ccc228312b8763ea6b9a826c2196e42fe6e102b384aa25a0258e42de1391fbce11c6ef73b5f3193bfcff2cb78db0e1cc49	common_voice_pl_39597724.mp3	03034dff2ed8b95e2372a1c14f61a0652ef61ba9f745f97fdad7e9d40af88f5e	"Dobrodziejów pozwolił postrzelać, z którymi w pokrewieństwo miał wejść!"		0	1	seventies	female_feminine			pl	
c0af0a34f01c2dd7bf4905cae03217ccc228312b8763ea6b9a826c2196e42fe6e102b384aa25a0258e42de1391fbce11c6ef73b5f3193bfcff2cb78db0e1cc49	common_voice_pl_39597726.mp3	0430f67a8151f64fa66bfce6b0e7025ca87035c6830dda3da74be7e3b30d1cb4	"O ile pamiętam, ja tylko byłem neutralny."		0	0	seventies	female_feminine			pl	
43b1b41c4c2bab95c09fcac3519ec8835bd04fc0e5326225f6b314fd63778b3d921413e1c9dfb2caa317546c3f86e5a643a59a207ab698d31a853449f8bbc6f0	common_voice_pl_39597913.mp3	1dc134ca8fbea352d990d18cbf8bf7e2492f4737828c77bea6a968ea818f9266	Komisja martwi się przede wszystkim o bezrobocie		1	0					pl	
43b1b41c4c2bab95c09fcac3519ec8835bd04fc0e5326225f6b314fd63778b3d921413e1c9dfb2caa317546c3f86e5a643a59a207ab698d31a853449f8bbc6f0	common_voice_pl_39597914.mp3	1dc58dcb71f4a5dde0537c535a7a0423fec9e641fe26ac1787fe3a059a9a3e0a	Dotyczy ono modyfikacji określonych zasad, mającej na celu umożliwienie natychmiastowego wprowadzenia serii zmian		1	1					pl	
43b1b41c4c2bab95c09fcac3519ec8835bd04fc0e5326225f6b314fd63778b3d921413e1c9dfb2caa317546c3f86e5a643a59a207ab698d31a853449f8bbc6f0	common_voice_pl_39597915.mp3	1dda2f44442eade8fa3b867cc3ac10e8a41a23467c6ebcdc093519ef5aae7f64	Grecja przyjęła ambitny program ukierunkowany na zmniejszenie deficytu, reformę administracji publicznej oraz gospodarki		1	0					pl	
d4d81a51dd4d035a16760f9ab83ec77664cfa7f04324d233a10b786554c400f963544d596ff168081e07fb6dfaa2599f23494aa626285052f6c0bd839734f8d8	common_voice_pl_39599721.mp3	1d0da0a4e65a7e65c6c84e688689ef99b8c0e8bb4a4ff03562e9287f1c5d27d9	Powtarzam, że jest to nadal obowiązek państw członkowskich, które dysponują mechanizmami ochrony konsularnej		1	0					pl	
d4d81a51dd4d035a16760f9ab83ec77664cfa7f04324d233a10b786554c400f963544d596ff168081e07fb6dfaa2599f23494aa626285052f6c0bd839734f8d8	common_voice_pl_39599722.mp3	1da261a85a4af6a12facd5066f62e6ee2738119828454854739c9e3b17bc13ae	Proszę, głosujmy za jej przyjęciem		1	1					pl	
d4d81a51dd4d035a16760f9ab83ec77664cfa7f04324d233a10b786554c400f963544d596ff168081e07fb6dfaa2599f23494aa626285052f6c0bd839734f8d8	common_voice_pl_39599723.mp3	1ccb62fde6b45e5b1a0274aa12ed0d8fc38d722c7cd85f0c2a836f4ec12b0ba4	Trzeba szanować ludzi i pracowników		1	0					pl	
145613ce303768336b8282fdded7b36b8bbafabb493a33e36c10826ac5300d555043ab37c2c6449efc09e7558a70862dd98430f89cd9e6ad80c1facd0b6c0fe3	common_voice_pl_39600189.mp3	1dbedcf0ef9e7bbe8ab4fd785768c17aea3920612b8e0856617962a2fd85a939	Należy po prostu sięgnąć po dostępne pieniądze		1	0					pl	
145613ce303768336b8282fdded7b36b8bbafabb493a33e36c10826ac5300d555043ab37c2c6449efc09e7558a70862dd98430f89cd9e6ad80c1facd0b6c0fe3	common_voice_pl_39600191.mp3	1d304715596f1a10db2f8e9e40dbd936f8f771e4a0577663064c680e3d6b3829	Głosowanie odbędzie się na zakończenie debat popołudniowych		1	0					pl	
145613ce303768336b8282fdded7b36b8bbafabb493a33e36c10826ac5300d555043ab37c2c6449efc09e7558a70862dd98430f89cd9e6ad80c1facd0b6c0fe3	common_voice_pl_39600192.mp3	1d89b594385b19842f5294ec09e88d11abae524b391508b1a396c1cb329973cc	brak okupacji, brak interwencji militarnej		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39602123.mp3	1b88ad06c6ead47e603d6a11ea26ca45aa6def86305264dd3ebf8b77ea00e1be	Wiąże się to z zaangażowaniem rybaków w poszukiwanie i wdrażanie rozwiązań		1	1					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39602125.mp3	1da42a717a50904e2d92b81677a82bf33a9db419247abd772206e0c776658b0c	Komisarz będzie mieć Dyrekcję Generalną poświęconą zmianom klimatu		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39602126.mp3	1cf66c943757af924d1b11475b4d2fc3ba34e834fdc1e22a0e3d2288492dbdbe	Przyjęcie świeckiego państwa, którego ludność to głównie muzułmanie, wzmocniłoby tę zasadę		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39602166.mp3	1dc84aed5a4e67b98fefbd2650ecfd24fb43da78fe674d2c2efe070cd50cd8ad	Jednakże nie śpieszę się z poparciem przekazywania zadań organom regionalnym		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39602168.mp3	03ccdd1fde35a5aa4700287e8bc2fa8bb656f6791041c84b9ca6ab1ee9d33104	"Powóz na dworzec kolei północnej..."		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604709.mp3	1d915542d47544da9df4de231b81088b13c99c78b6967f88894b6c45af53b6af	Przypominam również, że znajdujemy się dopiero na początku procesu, który z pewnością trochę potrwa		1	1					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604711.mp3	0412ba5dfecf4d6a27a107e46c9facbb2fc0cd7c74a7f78082070402ba75b3c7	"Żołnierz kichnął po raz drugi i wysunął głowę."		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604714.mp3	1dcfa4b532fa89dc5c973b93d3e5b16f9f50443f66d13f5b2f4bce053a98ff4b	Następny plan działań musi skupiać się na		1	1					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604715.mp3	1d24854dee6633f077eb51fd8a35f06269ef13a530599fd6191b576dcc1826e7	W omawianych trzech sprawozdaniach doskonale opisano te niedociągnięcia		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604734.mp3	1c294e63410d92188151c6c5bc060d572dddc6ff3fa337cde2be24c027f670d8	Uważamy, że ma to istotny wpływ na bezpieczeństwo danych osobowych i prawa podstawowe		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604735.mp3	1dcc19d60c1efd3b1711081541bebb212c16336665f51ae184ae73a062130b21	Mówimy, że chcemy wykonywać nasze obowiązki		1	0					pl	
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39604737.mp3	038e5c32a3e246fcd5e9c4b7213cbb279be5b0dc37df4ee9e439367e2b7a5db9	"Wydobywał wtedy i ustawiał na stole wszystkie mechaniczne cacka."		1	1					pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606018.mp3	1d7d414bace63b522fe6183470d8ccf17c3b9eaaffcfe098e3bdc5cc3f99858c	Chciałbym znać więcej szczegółów na temat stanowiska Komisji w tej sprawie		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606019.mp3	1da3e7d7803c25612eb0db6e64750adb5c908db7c1da58d6095b45bba4790d22	Kto zablokował ten ruch?		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606054.mp3	1d8d79f45f0da72349757f7e6e852e006b16851b3e1b5933fe040551af06ff17	Aktualna sytuacja polityczna powinna zwrócić naszą uwagę również na usługi energetyczne i komunikacyjne		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606927.mp3	1da6231e7f6c0e4af0ca80799b5861b39b1bf2ad0c30123a8b884e0313d908fd	Parlament Europejski musi dokonać bardziej sprawiedliwego podziału płatności wśród krajów i rolników europejskich		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606944.mp3	1d859c5951d98ac7736e5378f103a5af653390cda302ff86dd46cba0c6f7d9e2	Dlatego nie możemy zaniedbać żadnej dziedziny naszej polityki		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606945.mp3	1df19b74cce9bff7d765b9b81e35177b2abc1811b509c85ba6e94fc2ae543dd6	Jednocześnie zmniejszyło się tempo negocjacji w sprawie przystąpienia		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606946.mp3	1cfda088d8440b6e6c0ca681b2b824b2fee7a37690d324b3e771f978b865fb3c	Immunitet parlamentarny w Polsce		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606952.mp3	1db141f1322c5e575a465d4dcdc6cc3ea088bd4152e8c22670e572eaf575b3e7	Po raz pierwszy uzgodniliśmy wspólne podejście do komunikacji		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606969.mp3	1dcc0ae948277d9fd9d2a54ff618974ffe4ae089fbb421f8e872c56b20be8c8f	Mam w związku z tym dwa pytania		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606971.mp3	1ccb05f13d0ea5afd674f328279faf1be725ac5cdafb6897081a2fde9a32b1e3	To oczywiste, że nic nie możemy od niego oczekiwać		1	0	thirties	male_masculine			pl	
9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762	common_voice_pl_39606972.mp3	035b744cafa8c9fcde6637295dc139b69180b7d9829827c88947bf694cbfe1d0	"„Otóż nie będę o niej myślał..."		1	0	thirties	male_masculine			pl	
a18b24ff00fdbf5560a780109132a7c4ff82319500280660847c984446120420eeadf4f71d917badcdadfb6a38e03ce4770e64ce7d9865c5fc51a8035ec56111	common_voice_pl_39618514.mp3	1deb5bd9cce50cae6e53a7fde0f951d1e2a8134c88c3e3a0236759262c2f81a7	Dziękuję przede wszystkim, że odniósł się pan do europejskiej karty społecznej		1	1			Polish language with normal accent 		pl	
a18b24ff00fdbf5560a780109132a7c4ff82319500280660847c984446120420eeadf4f71d917badcdadfb6a38e03ce4770e64ce7d9865c5fc51a8035ec56111	common_voice_pl_39618522.mp3	1d6b9197d030588d0023ae329ce6baf67c23ec874174a9f0267e0cd1f6be0a1e	Ogromną przyjemnością było goszczenie pana tu po raz pierwszy podczas sesji plenarnej		1	0			Polish language with normal accent 		pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618558.mp3	045f975155738c3caf6a8e1e6a4d2727c8a7a3da02c69f44f5f9c77f8071bc4a	"Jak sądzicie, czy mu życzę dobrze?"		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618559.mp3	1dcf97a661586106344665598a4e6a33977dd4feb1a747a623efd49fe3b3dd91	Pragnę wyrazić swój zdecydowany sprzeciw wobec takich stwierdzeń		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618562.mp3	1dd16f1e2c36432f52cc2a0677f722f87ba58717b96be3ac19c05d14698d2576	Uważam, że było to naszym obowiązkiem, ale niewątpliwie minuta ciszy nie wystarczy		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618569.mp3	1de9a92dd5b1bd809459063ed768498bfbbee881911832048258e1a6e468e6e0	Uważam, że to zupełnie niedopuszczalne		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618570.mp3	1df08a919ff34d84cecaf7279ad3823a315018f73879e2d7b66b8d7ff01d54fd	Chciałbym również podziękować panu komisarzowi za przeprowadzenie trafnej analizy na początku dzisiejszej debaty		0	1					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618571.mp3	0242512f0761bd307c5f449e4f7a1e02416237cad7263bb9b763a91a00e29d5a	"Sprytne są te kobietki."		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618572.mp3	1d784db19564a98501bfc5a9948d0fea9868df5a0386d4d8d19f75d9e4ffd6d5	Ostatnio całą naszą uwagę pochłaniały powszechne powstania w Afryce Północnej		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618583.mp3	052edfcce3498a486bf220802d0fe3760ec78bb82d400406cb42ddc7111f3a36	"Szukałem Katza, nie mogłem go dopatrzeć."		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618585.mp3	1de43305d5146b5a2ea1667349d000228a81a2aa270100d74792cdd0e5f42d6d	Myślę tu między innymi o sprawie euroobligacji		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618607.mp3	1da154e9c1faaada1021c196807e0c996c496421a1181565dd8cdabb58fc879f	Libia okazuje pełną gotowość do pogłębienia stosunków z Unią Europejską		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618609.mp3	1db4ab5b3ebf0820c21e1643f21ff6aef55001bd0a362c251342fe0006d10ce9	Czy niektóre elektrownie naprawdę zostaną zamknięte lub zmodernizowane?		1	0					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618633.mp3	1d688abc03fa52ffe047f5609193136942a9c61056d68fff52d2c17119be7c86	Działania skierowane przeciwko importerom dopuszczającym się oszustw należy podjąć szybko		1	1					pl	
b96f708bfc39aaa8bb189aed6fce0f629aba3eada5d3c2a268b65ef038042e4653fe17f1d9adf72c7c8644bbc0069d30648486889bef741c29a27caff6b5a6d1	common_voice_pl_39618638.mp3	1df51e0cb75ed01f67e1d6156858688e1dc5d0e313b24f822b8f0d61c095ec72	Mam więc nadzieję, że w tym roku nastąpi postęp, najpóźniej po sprawozdaniu o postępach		1	0					pl	
