sentence_id	sentence	sentence_domain	source
09740a06fed47e54d26a06a7bc26e46c47fb19e91800f4aeb520e9647c1df689	"""Nie pojadę do lasu ani na taras... będę czekał."""		https://pl.wikisource.org/wiki/Ma%C5%82%C5%BCe%C5%84stwo_z_mi%C5%82o%C5%9Bci
097ca40b30e68192a5ee7c6c5c3c3bb6cdf24b9e90975e5d14a1ebc8657045d7	"""Na ustach jego był uśmiech..."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
097d57f755977a5f24ee751d32e6c43ce2fdecda8a6042841f1de2d2b487ab86	"""Do spacerujących pań zbliżył się Ochocki."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
097e0e0fabe8f25da962effa4488c53c42b90c8b3750c10d6f4baee85df904c9	"""Miał na sobie zniszczone ubranie i perkalową koszulę."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
09805dc61f81797a54fa5b72177cba6155a1fb7e1b46bcabce35b645bc1b69ff	"""Na ramię broń!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
09817eca764b1575d73bad7300282da0562af2b6719292d392aaf1f4ee9b66fd	"""Tak właśnie owe uczyniły dusze,  Mogąc do miejsca świętego powrócić."""		https://pl.wikisource.org/wiki/Boska_Komedia_(Stanis%C5%82awski)/ca%C5%82o%C5%9B%C4%87
098f8b8d13d99056ac6df062a4f818c377f56fee11bb2da5112c7a15500f7718	"""Wzgardziłaś mną... bodaj ci się nikt gorszy nie trafił."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
09942319bcd1333fa116650b1054fc123c738abf417d516a0980bf9ea6c18402	Wiele tematów można opisać pod różnymi nazwami. 		https://pl.wikipedia.org/wiki/Pomoc:Jak_napisa%C4%87_nowy_artyku%C5%82
0995cd55d723abce9fb9f72d80f5c42c39248d77e18715c5519ebfdc009155cc	"""Wprost z Warszawy!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
09970068d6897936089b3403d99d3cc7f44236a649abc85eca6d1d91f144ec71	"""Płacz, wielmożny, panie i wzywaj boskiego imienia..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09971dfc57446caa2b12a25c0f134c70d53459874656363fb4acf449224cc293	"""„Nie powiem ani tak, ani owak,“ mruknął znów tamten."""		https://pl.wikisource.org/wiki/Benvenuto_Cellini_(1893)/Tom_III
09a1978a09573cba63375bdea7d80c238ec6b5bce27298d66878150689a6dd30	"""co za szkoda!"""		https://pl.wikisource.org/wiki/Ma%C5%82e_kobietki
09a59cd4956196aeac29f5757c47882f4232abd31c7463579a16cd26f17eea70	Czy chcesz zagrać w grę w czwartek?		original work
09a627280413a0f6093aa7489de745969bd8c88e7f64cc9c383a470b4e1c0607	"""Co ja się mam wzruszać!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
09a65fc4ba98082a84352ac7ed10755512078de1430f606d75f96164d50849f7	"""Ale karzeł złowrogo spojrzał na dziewczynki i zaczerwienił się ze złości."""		https://pl.wikisource.org/wiki/Ba%C5%9Bnie_(Grimm,_1940)/ca%C5%82o%C5%9B%C4%87
09a6d09413a4c4670a19aec00af34baddea708ea7b7040e05a51344f2e227714	"""Dla sprawdzenia, że tak jest, trzeba zstąpić z wyżyny na padół."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
09aab2d005c3756749a585776c0a217bb947d905cd488c323e82b3d22e12a493	"""Wojska moskiewskie Chowańskiego coraz szerzej zalewały Rzeczpospolitą."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
09b6110065cb943f06ea34759f8d353e5b6cd7a5c674b896d6085ef4b81c8b74	"""Przytem z zamiłowaniem roznosiła plotki."""		https://pl.wikisource.org/wiki/Ma%C5%82e_kobietki
09ba7f20c73708c5e4fe57937fda04127f966e1446b93e56b86833e60a3855ac	"""Poszedł w tamtę stronę."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09bbe77dc988a5be13daa897ed370764a7e08c7bb9826854229e8d83fc2ff063	"""tego nie wiedział."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09bc7b34519df95110dacfd4ecb0ab0ec373b4e2e371c2555597f38b2b1ea4c8	"""No, dobrze, ale gdyby nie ona, czy miałbym dziś majątek?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09c0749384705b2524fc9ccaf9374337162dec9204b85b7ad8e72cc00990e9c0	"""Panią Wąsowską oblał mocny rumieniec."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09c2170f89fa72b09407b658f4229ad1f8a95894b767444b5953aa214b4d016a	"""Ale dopóki mieszka pani w Warszawie, mówię sobie: zobaczę ją, pojutrze... jutro..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09c8cfd438858dd735bd9c898aa794b3339e4124fd2a83e9d642cc6e59a37a52	"""czyż to się godziło tak uciekać!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
09ccad50acbe42fef4146ec10f8c92dac60804aaa66d0366e43d2d9402e92f69	"""Mnie księżna obiecała, że tam pas rycerski od księcia dostanę."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
09d5939942456b1426c09f3eb61cb2ec57be88ac5a1d524244f6d3faf5197319	"""Dlaczego ja nie idę do roboty?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09debb26d7e03d33d94d59959e0d93a789e829c9fbf08c0a635ef563ccfb8b0f	"""Przecież należałoby się cokolwiek inaczej być usposobionym na pogrzebie, choćby tylko na żydowskim!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
09e0dc0de5b5d2c9d6b0f8c06e59dd7ce44536e35b2c8910f54b69327cad7e39	"""O, moja matko!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
09e2afe4261327fae1aed791966f0cf06520ddc1ab68efe7e7082c892a6a94c8	"""W sieci tej uwikłany miota się na rogu uliczny posłaniec."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
09f05e21d8b985987848d767d575472e8d523f0c4b796a6b4659ee87aebee7fe	"""Tyle czasu, trudów za tobą, przed tobą mała chwilka..."""		https://pl.wikisource.org/wiki/Ba%C5%9Bnie_(Grimm,_1940)/ca%C5%82o%C5%9B%C4%87
09f17115b373f454c9162421099b5787c07dea3de54e932f82d77f8e030b422c	A weź mi nawet nie mów...		original creation
09f3d07739eebb0f051c844431835e20fe15c910c013d9bd2125b0da59565c8e	"""Przez dwadzieścia lat nie widzieć ani zboża, ani lasu... To strach!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
09f418f1f9a3d1934883e4b44ce1effe9e7c048114760fe87ec3d8882ac4c4f8	"""Życie teatralne zdawało się jemu czarodziejskim obrazem szczęścia i piękności."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0a00db399631e3c937e0ebf38610f453d192132f7eda9f9abccdcff160c1e9fe	"""Deszcz pada, chłód w nocy, pani cała zmoknięta."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0a01031ecef7915c3c7d18989f57ec84e3e1c69572cbc91472c184bf62d3d41e	"""To bowiem, na co patrzyłem, wyglądało wspaniale, ale nie tak znowu strasznie."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a01881c21d32861cf0ff26797d90e5b6dc28e2197b57790bc87b5cac2a62d1c	"""Milej to zawsze wiedzieć, z kim się ma do czynienia."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a17c9a22d589f7c78ce7380b92b159a29ddb49cb8a19a06425a1b9c550ab639	"""Teraz rzeczy stoją inaczej!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0a1a2a67b82a17871b596694b8fbbc5559d33ffe5052ea8960203da49df5e4ff	"""Wreszcie Radziwiłł stanął na Żmudzi."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a1e046a44d26b9db792d83afbb66659796b1edc13e6cbce50bab0addbfec4c0	"""Rozumiesz mnie, Stasiu?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a1f33325433aca9b129d0270800890f20bbf2cfca6821d5d40d9d141596c6f2	"""wojewoda Wileński, hetman w. litewski."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a2241608573091431a9457a820c130ed817c50a8e9127eb0a7e50edef6155ea	"""Słowem, atmosfera katakumbowa, twarze blade lub żółte, oczy załzawione, nosy zaczerwienione."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a298d7d2d6b8fddc2d2b4c9ecf31a5777b456e271366c9d5ae4a632f010bf32	"""Oni zaś poczęli się sprzeczać, nikt bowiem nie chciał być pierwszy."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0a2fefdcc05aa5f99e3bd9376cc4c16cc99404ad0ff06c1e71ff2290b296a9ce	"""Raz trzeba stać się człowiekiem poważnym!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0a3099c8693d4f767311344d0db0ace1fa92c05e08c036a89a780df07153dec0	"""Sporo miał Maciuś kłopotu z gospodarstwem."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
0a342b5f7ce7d9c50423ac282bb440d4f425604f75aa05f6deab3af2b3b17875	"""Lecz Maćko odrzekł, nie ruszając się z kłody."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0a347d9e7a316b79a5855e6624ef9bec9a2016731b7a91d9d55f718eef4f7d45	"""O tem mogliśmy radzić razem z królem..."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
0a39c611c9a75a134b271a0264fad22d8e39881df3243a13ea75f562544ff724	"""Chodźcie mnie teraz brać!"""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a41055fdf0d5bdd29f1eb3047374ac70b0fabc085d215eb0c8bd01cf0f6c08b	"""To nie jest byle co."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0a42e9abbd7bc691c6e6bf34c33fdfc684cfabe30049d6396c4f1b51deec6a2c	"""No, ale cóż lepszego miałbym u Geista?"""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a4c758a8aa0d03637fc9966fd5a892c95b8f8b00caf5386486e8943ec13596f	"""Kamasz trafił w ścianę i o mało nie zwalił brązowego posążka Sobieskiego."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a4c885c35ff94bb2c451d582c257901d9e227ee5807ce1b62d786cd88e3dfbe	Lecz pan Armand jej nie zna. Przedstawię go. To jest niemożebne!		https://pl.wikisource.org/wiki/Dama_kameliowa/VIII
0a589df076b7c1e0cf18dcdc68f6a0283d27ead1bf53a1a0f44dcde8cab3b35a	"""Dlatego się rozporządza, bo wie, że ojciec przyjaźni się z nauczycielem."""		https://pl.wikisource.org/wiki/Kr%C3%B3l_Maciu%C5%9B_na_wyspie_bezludnej/ca%C5%82o%C5%9B%C4%87
0a667226d5b566646b1232ffbbf163fdfad252c89864f73bba265acc795a81bf	"""Zadzwonił i kazał przynieść do numeru śniadanie."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a6dab2faa2419bd796fe405fcb970ddbbe5c4c324db1ec3d0a76d290c21e2d0	"""już teraz po wszystkiem!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0a70280cc9f3e6dd8491982c3cde088fe58c1369f31ed693aaaea2aeb7e3bd14	"""To dodało mi otuchy."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a75da8c2cab9426f86e8d6d5aaaf1678f7d40b39b2ef41599cef268e2bc01a8	"""O, Bismark to sprytny ptaszek, zaczynam się do niego przekonywać!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a7824d4e2e1eb76f955921b187210ffbcb7a1d61dcd7b1d047f5dc27641e248	"""Ale to wolał."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0a7890bd02a338f5ecd4683f2628527526634300ccdc48e88f4916b1787d7a12	"""Stary czarny młyn za groblą tak samo tonął w zieleni."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0a83ee6e4a6f8df333fa542b3611b30808d166f62b5f861d527559520066aeab	"""Twarz miała śmiejącą się i uradowaną, choć trochę przestraszoną."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0a844d0280d77ea0c85ad4c8259703d954fa5e1e27c7a051b7926ecabe36e402	"""Staruszka popatrzała na nią, potem sięgnęła do kieszeni i podała jej złoty grzebień."""		https://pl.wikisource.org/wiki/Ba%C5%9Bnie_(Grimm,_1940)/ca%C5%82o%C5%9B%C4%87
0a8bca75dd8588e9a24a1b869ae472a939c12f182db4e875d38140d222b701fd	"""Żal mu było opuścić miasto, w którem przynajmniej widywał pannę Izabelę."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a8e028ebb8e928ebcbff3b477bf4a60cb132c7030d6c965d6cba594756a2151	"""Powinienem był się odezwać, ale mi nie przyszło do głowy."""		https://pl.wikisource.org/wiki/Ma%C5%82%C5%BCe%C5%84stwo_z_mi%C5%82o%C5%9Bci
0a8ebc7a080dcfdc517801a4304fcd01f130d96ecbd8c5ed85f8c8eff6471df8	"""Dzielny człowiek, dzielny obywatel... to ci wystarczy, wszak prawda?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a908e2d04742e9dec667e9464442f9ff3d948070cfc09dc1498e1e753296406	"""Ten sobie głowy nie łamał; pokochał i zostaje."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a90de5f189a1b87e5529a416251264259a6ab8f7a070414e867e3dcf021e56f	"""Nagle kuzynka odzywa się: „Znasz, kuzynie, astronomią?“ Trochę."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a930ac79333fd22758c5736dd409ccf76e45aff11522da8060427dc4dedcb66	"""Ksiądz biskup huku niezwyczajny."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0a94758c339dc6fd37be0902c973c1591ab1ce31a14130b0544919a8f5a35856	"""Zobaczymy, czy nie wrzaśniesz.“   „Nie rób tego!“ rzekł Alfred nienawidzący wszelkiego okrucieństwa."""		https://pl.wikisource.org/wiki/Benvenuto_Cellini_(1893)/Tom_III
0a96e7dfec9856b523565934914d289188136da70063663b1aa78ba55b418252	"""Wewnątrz ukazały się cztery nagie ściany, iskrzące od zmarzniętej wilgoci."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0a98f36e84401dec483acd3c0c5ff590fb3a1083ab2063dd4c8a649dc45239d7	"""On swojej pomsty szuka, ja swojej."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0a9c926a90e5b4278052987ad5fdea617211883657550392b1e99f88f32b9ee1	"""Tylko August Katz, pracujący przy mydle, nie ulegał żadnym surowcowym upomnieniom."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0a9f0cb6d3709ce8b5c77f6ce70b70f3edd8f356ff75d42c4248db27d486cb75	"""Ta rozmowa zwróciła się litewską wyprawę przeciw Tatarom."""		https://pl.wikisource.org/wiki/Krzy%C5%BCacy/ca%C5%82o%C5%9B%C4%87
0aa09a0101994e767dc85e25193f9691b543ec45bb0c18cf026e08a8e884abfe	"""Toć tu i tak człowiek łazi, jak mucha w syropie!"""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0aa440dd5336311ead43acd9103af6596d9af6a873632c631da599b167e5acc9	"""Ten węgiel jest już wybrany."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0aa4fca36bbe1adaaaff460d50344054d085be1bfbf7d4f0cd154e11812d32fe	"""Ale, ale... Mam tu urzędowe papiery o śmierci Ludwika Stawskiego."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0aa9ee3652fe0a444985d0bf00c0821f56a231ed221dd841f99cde58a9868a62	"""i część Senatorskiej, pan Ignacy dostaje się na Miodową."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0aabb684dfe57336dca30ce33e94e5407d52a401e49d2545cfaffa1ee733e866	"""Wróciwszy z Paryża do Warszawy, Wokulski zastał drugi list prezesowej."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0aacf7c400ba26adf2573544974e40bb7243aad91141bc85e8a14a3dcb12603a	"""Widok tych ludzi i wspomnienie snu zeszłej nocy poruszyły go do głębi."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0aaf93b8ec840810363321dc5ffd570eec9335a99cc929ee03ead69b434d0507	"""Umrę, patrząc na nią i może przez całą wieczność będę ją widział."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ab07d1cf332a2550748852a7eb077ad387faa901e74c055fc23735b70584c0c	"""Twarz jego wznosiła się ku płomieniowi."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0ab600c9986059ee36ca0b629eb867148850afbc3d30513f62be9515ddbf27f3	"""Łzami się nieraz zalewa, kiedy od nich wraca."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ab8b0455cf2288ad6adc102fb0e98a94c7848e7a7e889275ff361b3ae293beb	"""Ale z temi!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0abef083cc6fd512e9cf73280526d106eae9b557c889f1a84ac6ec472ee06c80	"""Zresztą słychać turkot... To turkot dorożki na ulicy?..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ac17560ae69df8492bba32706db452463bb0c61eda8207100c7ae54034d9231	"""Wydobył ze stolika klucz i wyszli."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ac62057fec06730aa8388d3eda1123d264891e6e12e79bd4422be655d226d7f	"""Szukałam ich z początku wzrokiem, później cały cmentarz obeszłam Ani śladu!"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0ac8ec61bcde498e7e1a02daa3c21155c55129e0746ba5e819a78f5f9c1f06cd	"""Dokąd odeszli z tego miejsca?"""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0acbe56285c354bb7d3a02bd48b35a4bf9fdbc5241390a1373ff55beaed7658f	"""Miał rozrzucone włosy, nieco zsunięty krawat, u kamizelki guzik nie zapięty."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0accafd1d180d07c602d0b0055c8886e469605d3818b4a3e0e3f21467d95413d	"""Po kilku uderzeniach, pewien, że zabił wroga, położył się i zasnął najspokojniej."""		https://pl.wikisource.org/wiki/Ba%C5%9Bnie_(Grimm,_1940)/ca%C5%82o%C5%9B%C4%87
0ad73a4bb144de514ff9700711bc25b3f23a75c340ebab8fc2bee30aac6662cc	"""Tak samo jak burza w owej nocy, uspokoiła się także walka jej duszy."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0ad88243906044d808341f41d38b5fdb2c6a30d1ab83468874bc52e055f02e0a	"""I to wszystko miałoby runąć, umrzeć, albo rozpierzchnąć się!..."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ae4ac590de91ad8d097add25044a9b9ff369001f2c9bb98a7bae1629aec7127	"""Popełniasz pan błąd, który cię raczej odsunie aniżeli zbliży do celu."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0ae4b32e1d726aa06f674763784dbb5aae7c4eacb882b6c259f411f8f3354225	"""Niedaleko było do rzeki, ale już byli gotowi zanim ich Amelka dogoniła."""		https://pl.wikisource.org/wiki/Ma%C5%82e_kobietki
0ae8d5f5c1d8468b757d30268de02ab45a5da70fcab2503106cc4da045f29eba	"""Leszczyny i brzozy rozrosły się tam w las prawie."""		https://pl.wikisource.org/wiki/Ludzie_bezdomni/Ca%C5%82o%C5%9B%C4%87
0aee430d0ce2feb559dc99682be452cc6dbbc89f807cc24e49e60baf11ffe571	"""tośmy nieraz widzieli!"""		https://pl.wikisource.org/wiki/Kr%C3%B3lowa_%C5%9Aniegu_(Andersen,_przek%C5%82._Matuszewski)
0af8ef81a122353cfd9241afbf2e7d261dbd7e7d3f0efb7a05358c8cf4b4dbfa	"""Później już się postaramy o jaką miednicę."""		https://pl.wikisource.org/wiki/Tylko_grajek/ca%C5%82o%C5%9B%C4%87
0afba7f357ef44d09acfdcf5a010cd161cccf27703416372e422f97fe6fedb1f	"""W breku zrobiło się cicho."""		https://pl.wikisource.org/wiki/Lalka_(Prus)/ca%C5%82o%C5%9B%C4%87
0b0326fd30838f79d4c3934135e3d5315e94164f4e38343dddcd3c97b35e9b9e	"""Z innych oficerów jedni mają ten sam rozkaz, inni nie mają."""		https://pl.wikisource.org/wiki/Potop_(Sienkiewicz)/Tom_I/ca%C5%82o%C5%9B%C4%87
0b07cd045cd2bc56f15dc5a45a3d2b78ba1df80bb3c0b3de3b4d41f0d4750b74	"""„I ty także, boś dopomagał.“   „Wszyscyśmy zawinili, prócz Adasia,“ dodał Jakubek."""		https://pl.wikisource.org/wiki/Benvenuto_Cellini_(1893)/Tom_III
